Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2016-165743,2016-11-20,2016-11-23,Second Class,MM-18055
US-2018-105998,2018-11-03,2018-11-05,First Class,CR-12580
US-2015-148194,2015-05-04,2015-05-07,First Class,BS-11365
US-2016-151407,2016-11-08,2016-11-12,Standard Class,RD-19585
CA-2016-110870,2016-12-12,2016-12-15,First Class,KD-16270
CA-2015-143210,2015-12-01,2015-12-03,First Class,AA-10645
CA-2017-139808,2017-10-07,2017-10-11,Standard Class,MC-18100
CA-2016-110863,2016-11-17,2016-11-24,Standard Class,AA-10645
CA-2015-127859,2015-03-17,2015-03-20,Second Class,QJ-19255
US-2016-136427,2016-06-20,2016-06-23,First Class,JM-16195
CA-2018-120168,2018-05-25,2018-05-25,Same Day,TB-21625
US-2015-131870,2015-09-09,2015-09-11,First Class,NF-18595
CA-2018-114804,2018-10-17,2018-10-19,Second Class,BF-11020
CA-2018-167227,2018-11-02,2018-11-05,First Class,NP-18670
CA-2015-129189,2015-07-21,2015-07-25,Standard Class,HM-14860
CA-2016-132465,2016-09-11,2016-09-15,Second Class,DM-13525
CA-2017-166373,2017-10-21,2017-10-25,Standard Class,JF-15565
CA-2017-158806,2017-01-07,2017-01-11,Standard Class,NM-18520
CA-2016-119690,2016-06-25,2016-06-28,First Class,MV-17485
CA-2016-153738,2016-09-20,2016-09-22,First Class,AG-10270
CA-2018-169012,2018-07-10,2018-07-14,Standard Class,BF-11275
CA-2018-109393,2018-06-30,2018-07-02,Second Class,JC-15775
CA-2018-121489,2018-08-21,2018-08-25,Second Class,CM-11815
US-2018-133081,2018-03-11,2018-03-15,Standard Class,PV-18985
CA-2018-165008,2018-09-15,2018-09-17,Second Class,DO-13645
CA-2017-145611,2017-09-20,2017-09-24,Standard Class,HA-14905
CA-2017-113600,2017-12-15,2017-12-17,Second Class,SH-20395
CA-2018-130834,2018-11-03,2018-11-06,Second Class,JM-16195
CA-2017-168543,2017-07-03,2017-07-07,Standard Class,DK-13225
CA-2015-144974,2015-09-26,2015-09-30,Standard Class,CM-12715
CA-2015-109904,2015-07-14,2015-07-17,Second Class,BF-10975
CA-2018-152205,2018-09-28,2018-10-05,Standard Class,SF-20965
CA-2016-121188,2016-08-28,2016-09-04,Standard Class,CB-12025
CA-2016-156013,2016-09-20,2016-09-26,Standard Class,TC-20980
CA-2017-132997,2017-11-07,2017-11-09,First Class,LW-17215
US-2016-160563,2016-10-20,2016-10-24,Standard Class,NS-18640
CA-2018-151750,2018-01-01,2018-01-05,Standard Class,JM-15250
CA-2016-106187,2016-06-23,2016-06-29,Standard Class,RF-19345
US-2017-164945,2017-11-22,2017-11-27,Standard Class,CA-12055
CA-2016-150714,2016-10-26,2016-11-01,Standard Class,KH-16690
CA-2017-105753,2017-10-20,2017-10-26,Standard Class,LC-16960
CA-2018-120894,2018-04-28,2018-05-02,Standard Class,JL-15130
CA-2017-106621,2017-09-29,2017-10-01,Second Class,DM-12955
CA-2016-107020,2016-07-10,2016-07-14,Standard Class,MV-18190
US-2016-117492,2016-08-07,2016-08-09,First Class,NS-18640
CA-2015-101392,2015-12-07,2015-12-13,Standard Class,AS-10630
CA-2016-127502,2016-12-10,2016-12-14,Standard Class,MT-17815
CA-2018-143658,2018-11-08,2018-11-13,Second Class,SR-20425
CA-2018-133046,2018-07-27,2018-08-01,Second Class,DK-13375
CA-2018-122798,2018-12-28,2019-01-01,Standard Class,SV-20935
CA-2017-169663,2017-03-10,2017-03-13,First Class,RH-19510
CA-2016-149846,2016-05-22,2016-05-26,Standard Class,SB-20185
CA-2018-159149,2018-02-17,2018-02-19,First Class,CR-12820
US-2018-167570,2018-12-08,2018-12-15,Standard Class,EG-13900
CA-2018-160122,2018-11-18,2018-11-23,Standard Class,RD-19930
CA-2017-130393,2017-12-01,2017-12-03,Second Class,JM-15865
CA-2018-144820,2018-10-03,2018-10-07,Second Class,LW-16825
CA-2018-101014,2018-08-29,2018-09-04,Standard Class,RW-19540
CA-2018-105543,2018-11-24,2018-11-24,Same Day,BG-11695
US-2018-113201,2018-06-30,2018-07-05,Standard Class,TT-21220
US-2018-106551,2018-07-22,2018-07-27,Standard Class,EB-13930
CA-2017-116722,2017-11-11,2017-11-16,Standard Class,LP-17080
CA-2015-138128,2015-12-09,2015-12-15,Standard Class,FP-14320
US-2018-150070,2018-09-07,2018-09-12,Standard Class,JA-15970
CA-2016-137064,2016-02-06,2016-02-13,Standard Class,TS-21655
CA-2018-157350,2018-08-26,2018-09-01,Standard Class,DP-13000
CA-2015-127866,2015-07-20,2015-07-23,First Class,JD-15895
CA-2016-131352,2016-10-08,2016-10-13,Standard Class,GH-14485
CA-2016-121776,2016-02-16,2016-02-21,Standard Class,RD-19585
CA-2017-118073,2017-08-12,2017-08-16,Standard Class,CS-12490
CA-2015-103219,2015-11-09,2015-11-13,Standard Class,BF-11215
CA-2017-102561,2017-07-18,2017-07-22,Standard Class,NK-18490
CA-2017-100993,2017-02-05,2017-02-10,Standard Class,AZ-10750
US-2015-112949,2015-06-20,2015-06-27,Standard Class,Co-12640
US-2018-146822,2018-06-09,2018-06-14,Standard Class,AG-10675
US-2017-131058,2017-12-27,2017-12-31,Standard Class,EM-14140
CA-2015-167997,2015-01-26,2015-01-29,First Class,CA-11965
CA-2018-140151,2018-03-23,2018-03-25,First Class,RB-19360
US-2018-143770,2018-03-20,2018-03-24,Standard Class,RD-19720
CA-2017-131296,2017-10-04,2017-10-09,Standard Class,MS-17830
CA-2017-103464,2017-11-18,2017-11-22,Standard Class,PG-18820
CA-2018-136238,2018-12-26,2019-01-01,Standard Class,KB-16240
CA-2017-120803,2017-03-09,2017-03-13,Standard Class,RB-19465
CA-2017-134138,2017-02-16,2017-02-20,Standard Class,JD-15790
CA-2016-120915,2016-09-28,2016-10-03,Second Class,JJ-15445
CA-2016-168207,2016-11-02,2016-11-06,Standard Class,LT-17110
CA-2017-144148,2017-07-31,2017-08-05,Standard Class,AH-10690
CA-2018-107174,2018-11-06,2018-11-13,Standard Class,AB-10060
CA-2017-146150,2017-02-14,2017-02-19,Standard Class,FM-14380
CA-2015-114125,2015-07-09,2015-07-13,Standard Class,GH-14410
CA-2017-114944,2017-01-30,2017-02-04,Standard Class,HE-14800
CA-2017-135965,2017-09-22,2017-09-25,First Class,SZ-20035
CA-2018-149699,2018-12-22,2018-12-24,First Class,CM-12115
CA-2017-166429,2017-09-02,2017-09-08,Standard Class,TG-21310
CA-2016-112767,2016-08-02,2016-08-06,Standard Class,DK-12985
CA-2016-119879,2016-11-21,2016-11-25,Standard Class,SS-20410
CA-2018-155642,2018-05-18,2018-05-22,Standard Class,BM-11575
US-2018-101721,2018-07-23,2018-07-27,Standard Class,MY-17380
CA-2016-136728,2016-09-13,2016-09-17,Second Class,AG-10900
CA-2017-127194,2017-12-10,2017-12-16,Standard Class,BW-11110
CA-2016-140375,2016-10-02,2016-10-05,Second Class,SG-20470
US-2018-155866,2018-11-17,2018-11-21,Standard Class,CC-12370
CA-2016-141327,2016-11-30,2016-12-03,First Class,LR-16915
CA-2016-136700,2016-12-06,2016-12-11,Second Class,DB-13120
CA-2018-102736,2018-09-05,2018-09-09,Standard Class,LP-17095
CA-2018-125269,2018-04-24,2018-04-30,Standard Class,AF-10870
CA-2016-114811,2016-11-08,2016-11-08,Same Day,KD-16495
CA-2016-122266,2016-04-26,2016-04-30,Standard Class,SA-20830
CA-2016-141565,2016-09-20,2016-09-24,Standard Class,BG-11035
CA-2018-128769,2018-09-07,2018-09-12,Standard Class,DM-12955
CA-2017-116337,2017-11-07,2017-11-12,Standard Class,MC-17845
CA-2016-120845,2016-09-25,2016-10-02,Standard Class,ML-17395
CA-2015-120775,2015-10-03,2015-10-07,Standard Class,RD-19930
CA-2015-152905,2015-02-18,2015-02-24,Standard Class,AB-10015
CA-2017-104633,2017-06-12,2017-06-16,Standard Class,EA-14035
CA-2018-104136,2018-11-01,2018-11-04,Second Class,SF-20065
CA-2017-123050,2017-04-04,2017-04-08,Second Class,BC-11125
CA-2017-162355,2017-06-30,2017-07-02,Second Class,PF-19165
CA-2015-158225,2015-09-22,2015-09-28,Standard Class,SE-20110
CA-2018-102204,2018-05-01,2018-05-06,Standard Class,CJ-12010
CA-2018-103065,2018-10-20,2018-10-20,Same Day,PT-19090
CA-2015-109855,2015-09-01,2015-09-05,Standard Class,LH-16900
CA-2015-109897,2015-08-12,2015-08-16,Standard Class,BW-11200
US-2015-143581,2015-08-19,2015-08-23,Standard Class,BS-11365
CA-2016-129217,2016-05-10,2016-05-10,Same Day,DP-13390
CA-2017-133816,2017-05-10,2017-05-13,Second Class,CS-12400
CA-2016-140221,2016-03-05,2016-03-09,Second Class,MS-17365
CA-2018-152310,2018-08-12,2018-08-19,Standard Class,DK-12895
CA-2017-118101,2017-06-26,2017-06-26,Same Day,SN-20560
CA-2017-100307,2017-12-15,2017-12-19,Standard Class,TC-21475
CA-2016-138457,2016-09-13,2016-09-17,Standard Class,AM-10705
CA-2015-131800,2015-12-30,2016-01-04,Standard Class,AJ-10960
CA-2015-118304,2015-04-29,2015-05-04,Standard Class,KH-16360
CA-2018-121790,2018-01-30,2018-02-06,Standard Class,LP-17095
CA-2017-169670,2017-12-25,2017-12-31,Standard Class,JE-15715
CA-2017-139549,2017-10-20,2017-10-25,Standard Class,MY-18295
CA-2016-104059,2016-06-13,2016-06-15,Second Class,FC-14245
CA-2018-164112,2018-06-30,2018-07-04,Standard Class,ND-18460
CA-2016-143882,2016-06-26,2016-06-30,Standard Class,DB-13360
US-2017-139262,2017-02-21,2017-02-25,Standard Class,LC-16960
CA-2018-146192,2018-04-22,2018-04-26,Standard Class,BD-11725
CA-2018-134810,2018-05-09,2018-05-10,First Class,MC-17605
CA-2016-154284,2016-12-21,2016-12-26,Second Class,SZ-20035
CA-2015-156244,2015-08-12,2015-08-16,Standard Class,DH-13675
CA-2016-106362,2016-12-11,2016-12-15,Standard Class,LC-16885
US-2018-168802,2018-11-03,2018-11-07,Standard Class,JO-15145
US-2018-146906,2018-03-13,2018-03-17,Standard Class,MT-17815
CA-2017-166380,2017-05-30,2017-06-03,Standard Class,EB-13750
US-2016-158911,2016-07-05,2016-07-11,Standard Class,RS-19765
US-2015-103338,2015-03-11,2015-03-15,Standard Class,RB-19435
CA-2016-109169,2016-04-20,2016-04-24,Standard Class,OT-18730
US-2018-167318,2018-07-26,2018-08-01,Standard Class,GZ-14545
US-2015-120313,2015-10-31,2015-11-02,Second Class,NL-18310
CA-2018-135419,2018-11-03,2018-11-09,Standard Class,BG-11740
CA-2017-128671,2017-08-11,2017-08-16,Standard Class,MT-18070
CA-2017-149335,2017-07-25,2017-07-25,Same Day,BC-11125
CA-2015-168312,2015-03-01,2015-03-07,Standard Class,GW-14605
US-2018-105935,2018-01-26,2018-01-31,Standard Class,BD-11500
CA-2015-161508,2015-07-12,2015-07-16,Standard Class,PV-18985
CA-2018-130904,2018-04-11,2018-04-16,Standard Class,HM-14980
CA-2018-133620,2018-11-13,2018-11-18,Standard Class,EM-14065
CA-2016-142937,2016-12-05,2016-12-06,First Class,SF-20065
US-2017-149790,2017-09-26,2017-10-01,Standard Class,SC-20380
CA-2017-130778,2017-11-19,2017-11-25,Standard Class,ND-18370
CA-2018-144456,2018-09-08,2018-09-09,First Class,FC-14245
CA-2018-103478,2018-07-21,2018-07-24,Second Class,KL-16555
CA-2018-118577,2018-10-06,2018-10-11,Standard Class,XP-21865
CA-2018-113572,2018-11-07,2018-11-11,Standard Class,FP-14320
CA-2017-153269,2017-03-09,2017-03-12,First Class,PS-18760
CA-2018-161655,2018-05-13,2018-05-18,Second Class,CW-11905
CA-2017-101469,2017-07-02,2017-07-08,Standard Class,KH-16360
CA-2015-153087,2015-12-27,2016-01-03,Standard Class,TC-20980
CA-2018-135076,2018-04-13,2018-04-17,Standard Class,YS-21880
CA-2015-161634,2015-11-14,2015-11-20,Standard Class,CC-12220
CA-2018-141481,2018-06-11,2018-06-14,First Class,ZD-21925
CA-2017-132549,2017-11-25,2017-11-30,Standard Class,JK-15370
US-2015-155544,2015-03-21,2015-03-25,Standard Class,GM-14440
US-2016-115238,2016-04-30,2016-05-04,Standard Class,JW-15220
CA-2018-132199,2018-05-03,2018-05-08,Standard Class,BO-11350
CA-2017-163174,2017-08-26,2017-08-30,Standard Class,XP-21865
CA-2015-110555,2015-04-11,2015-04-18,Standard Class,MM-18055
CA-2018-147207,2018-01-02,2018-01-04,Second Class,TS-21655
CA-2018-137631,2018-04-28,2018-05-02,Standard Class,JL-15235
CA-2018-157273,2018-01-30,2018-02-02,First Class,SZ-20035
CA-2015-109918,2015-09-07,2015-09-12,Second Class,LR-17035
CA-2017-118745,2017-06-11,2017-06-16,Standard Class,SV-20365
CA-2017-163972,2017-10-17,2017-10-21,Standard Class,MG-17890
CA-2015-165393,2015-12-27,2015-12-30,First Class,NC-18415
CA-2017-113726,2017-11-24,2017-12-01,Standard Class,SC-20680
CA-2017-152940,2017-11-10,2017-11-13,First Class,RO-19780
CA-2016-158701,2016-01-05,2016-01-10,Standard Class,JL-15175
CA-2018-156272,2018-03-21,2018-03-27,Standard Class,PW-19030
CA-2016-162964,2016-11-12,2016-11-18,Standard Class,MF-18250
CA-2015-103527,2015-09-09,2015-09-14,Second Class,CC-12220
CA-2017-134544,2017-03-17,2017-03-19,Second Class,AC-10660
CA-2017-163048,2017-02-08,2017-02-15,Standard Class,MH-17440
CA-2017-145135,2017-11-26,2017-11-28,First Class,CD-12790
CA-2018-137582,2018-09-04,2018-09-08,Standard Class,CV-12805
CA-2016-149601,2016-05-28,2016-06-03,Standard Class,TB-21625
CA-2015-139423,2015-11-01,2015-11-05,Standard Class,DG-13300
CA-2017-102596,2017-12-27,2017-12-30,First Class,RD-19810
CA-2018-153227,2018-12-04,2018-12-06,First Class,CS-12250
CA-2018-110625,2018-12-23,2018-12-30,Standard Class,JB-16045
CA-2017-142594,2017-12-01,2017-12-06,Second Class,EJ-14155
CA-2015-152254,2015-06-30,2015-06-30,Same Day,BD-11620
US-2015-120236,2015-09-03,2015-09-04,First Class,MR-17545
CA-2018-120061,2018-11-02,2018-11-07,Second Class,SR-20425
CA-2016-133837,2016-04-13,2016-04-18,Standard Class,TH-21100
CA-2016-110814,2016-12-05,2016-12-09,Second Class,BD-11635
CA-2017-154067,2017-02-01,2017-02-07,Standard Class,SM-20950
CA-2018-140480,2018-07-08,2018-07-12,Standard Class,HE-14800
CA-2016-134082,2016-12-11,2016-12-17,Standard Class,JK-15640
CA-2017-130820,2017-11-15,2017-11-15,Same Day,ON-18715
CA-2017-159765,2017-05-09,2017-05-12,Second Class,TH-21100
CA-2018-132290,2018-03-10,2018-03-14,Standard Class,MD-17350
CA-2017-147109,2017-12-17,2017-12-21,Standard Class,AH-10075
CA-2018-107265,2018-04-06,2018-04-12,Standard Class,ML-17755
CA-2018-118199,2018-05-09,2018-05-11,First Class,LB-16795
CA-2018-150091,2018-10-12,2018-10-16,Standard Class,NP-18670
CA-2017-137652,2017-08-28,2017-08-30,First Class,EB-13750
CA-2016-128356,2016-10-02,2016-10-07,Standard Class,RP-19390
CA-2018-167017,2018-11-23,2018-11-25,First Class,DC-12850
US-2018-132220,2018-11-12,2018-11-16,Standard Class,DJ-13510
CA-2017-118129,2017-12-19,2017-12-21,Second Class,CL-12565
US-2015-113124,2015-03-30,2015-04-05,Standard Class,NC-18340
CA-2018-155621,2018-11-08,2018-11-13,Standard Class,KN-16450
US-2015-127635,2015-09-14,2015-09-18,Second Class,SC-20260
CA-2016-151470,2016-09-20,2016-09-26,Standard Class,AM-10705
CA-2016-112823,2016-12-10,2016-12-16,Standard Class,RA-19945
CA-2015-108861,2015-05-28,2015-06-01,Standard Class,MM-17260
CA-2018-114370,2018-03-14,2018-03-17,Second Class,BN-11470
CA-2017-158302,2017-12-08,2017-12-12,Second Class,JB-16045
CA-2018-145779,2018-05-06,2018-05-10,Standard Class,DB-13615
US-2017-155173,2017-03-06,2017-03-10,Standard Class,JB-16045
CA-2018-125451,2018-10-23,2018-10-24,First Class,AH-10075
CA-2015-131387,2015-04-28,2015-04-30,First Class,AI-10855
CA-2017-125087,2017-04-18,2017-04-23,Standard Class,TH-21115
CA-2017-154081,2017-05-22,2017-05-29,Standard Class,JE-15610
US-2018-118556,2018-05-28,2018-06-02,Second Class,TH-21235
CA-2015-126200,2015-08-25,2015-08-29,Standard Class,JE-15715
CA-2015-146500,2015-08-30,2015-09-04,Standard Class,AT-10735
CA-2016-169537,2016-09-03,2016-09-07,Second Class,JH-15820
CA-2015-100881,2015-03-28,2015-04-01,Standard Class,DR-12940
CA-2016-144043,2016-05-10,2016-05-15,Standard Class,AB-10165
CA-2016-116512,2016-04-09,2016-04-14,Standard Class,MC-18100
CA-2016-101000,2016-04-09,2016-04-14,Standard Class,IG-15085
CA-2017-168557,2017-09-19,2017-09-23,Standard Class,FH-14275
US-2017-164196,2017-11-11,2017-11-17,Standard Class,AS-10285
US-2018-132031,2018-04-23,2018-04-27,Standard Class,PN-18775
CA-2016-169733,2016-10-22,2016-10-26,Second Class,GM-14500
CA-2018-169404,2018-04-09,2018-04-14,Standard Class,NC-18625
CA-2018-134880,2018-10-27,2018-11-01,Standard Class,TW-21025
CA-2016-145758,2016-10-30,2016-10-30,Same Day,BF-11020
CA-2018-158736,2018-12-18,2018-12-24,Standard Class,TT-21460
US-2017-119270,2017-03-12,2017-03-16,Standard Class,SW-20245
CA-2015-109890,2015-07-21,2015-07-27,Standard Class,PG-18820
CA-2017-138583,2017-05-24,2017-05-28,Standard Class,DP-13390
US-2018-118535,2018-02-11,2018-02-15,Standard Class,DJ-13510
CA-2017-126284,2017-09-20,2017-09-24,Standard Class,EN-13780
CA-2018-142391,2018-09-24,2018-09-24,Same Day,PB-19150
CA-2018-124716,2018-03-27,2018-03-31,Standard Class,BD-11560
CA-2017-158841,2017-02-02,2017-02-04,Second Class,SE-20110
CA-2018-106824,2018-07-07,2018-07-11,Standard Class,AT-10735
CA-2016-109190,2016-10-23,2016-10-28,Standard Class,CC-12685
CA-2017-143154,2017-12-02,2017-12-08,Standard Class,AS-10225
CA-2015-169061,2015-03-05,2015-03-08,Second Class,AB-10150
CA-2016-102316,2016-03-01,2016-03-03,Second Class,DH-13075
CA-2015-164903,2015-02-20,2015-02-24,Standard Class,SR-20740
CA-2017-109400,2017-05-02,2017-05-06,Standard Class,NR-18550
CA-2017-130400,2017-03-08,2017-03-12,Standard Class,SJ-20125
CA-2016-135853,2016-12-11,2016-12-14,First Class,CA-12775
CA-2017-103359,2017-12-22,2017-12-26,Standard Class,LC-16885
CA-2017-144645,2017-02-02,2017-02-08,Standard Class,NS-18640
CA-2018-141614,2018-06-05,2018-06-09,Standard Class,NS-18640
CA-2016-122168,2016-08-21,2016-08-26,Standard Class,HG-14965
CA-2017-132899,2017-04-07,2017-04-11,Standard Class,SF-20200
CA-2018-149720,2018-06-04,2018-06-07,Second Class,EM-14065
CA-2018-118003,2018-12-04,2018-12-10,Standard Class,DO-13645
CA-2017-141887,2017-01-11,2017-01-15,Standard Class,MP-17470
US-2017-160206,2017-04-01,2017-04-07,Standard Class,MY-18295
CA-2018-133074,2018-09-21,2018-09-25,Standard Class,DB-13615
CA-2018-161172,2018-03-16,2018-03-16,Same Day,SP-20920
CA-2018-137624,2018-11-10,2018-11-17,Standard Class,ME-17320
CA-2017-156748,2017-11-30,2017-12-06,Standard Class,BS-11755
CA-2016-169677,2016-01-13,2016-01-15,Second Class,KS-16300
US-2015-163146,2015-05-16,2015-05-20,Standard Class,CC-12475
CA-2016-157343,2016-06-07,2016-06-11,Standard Class,HD-14785
CA-2018-147354,2018-03-09,2018-03-13,Standard Class,KB-16315
CA-2016-157287,2016-12-22,2016-12-23,First Class,HR-14830
CA-2015-137575,2015-08-06,2015-08-11,Standard Class,TB-21625
CA-2017-119074,2017-03-27,2017-03-31,Standard Class,DS-13180
CA-2016-149566,2016-12-05,2016-12-10,Standard Class,GB-14530
CA-2016-126186,2016-09-11,2016-09-12,First Class,GB-14530
CA-2016-121132,2016-07-17,2016-07-24,Standard Class,VB-21745
CA-2015-140473,2015-05-30,2015-06-03,Standard Class,MC-17425
US-2018-102904,2018-11-13,2018-11-20,Standard Class,CB-12025
CA-2017-102092,2017-12-09,2017-12-11,First Class,PM-18940
CA-2016-117884,2016-03-22,2016-03-22,Same Day,DC-13285
CA-2017-132829,2017-12-23,2017-12-26,Second Class,LA-16780
CA-2017-123540,2017-04-02,2017-04-06,Second Class,DJ-13420
US-2018-108315,2018-04-30,2018-05-04,Standard Class,MH-18115
CA-2017-134110,2017-11-17,2017-11-18,First Class,BG-11035
US-2017-136581,2017-11-10,2017-11-12,First Class,SV-20365
CA-2017-162390,2017-12-06,2017-12-12,Standard Class,DP-13105
CA-2017-162222,2017-04-03,2017-04-03,Same Day,SR-20740
CA-2015-121629,2015-11-28,2015-12-02,Standard Class,BT-11680
CA-2016-164623,2016-10-20,2016-10-22,First Class,MS-17770
CA-2015-159849,2015-09-19,2015-09-19,Same Day,JK-15640
CA-2018-101273,2018-08-27,2018-08-30,Second Class,ST-20530
CA-2018-106747,2018-07-03,2018-07-04,First Class,TS-21505
CA-2018-146164,2018-12-22,2018-12-26,Standard Class,CM-12190
CA-2017-111605,2017-12-27,2018-01-02,Standard Class,JW-15955
CA-2015-130673,2015-05-20,2015-05-22,Second Class,MC-17590
CA-2015-104808,2015-02-04,2015-02-08,Second Class,MH-17440
US-2018-132927,2018-12-09,2018-12-15,Standard Class,RD-19720
CA-2018-162015,2018-07-11,2018-07-18,Standard Class,KB-16240
CA-2016-138492,2016-05-15,2016-05-22,Standard Class,FC-14335
CA-2018-145338,2018-01-29,2018-02-01,First Class,BD-11770
CA-2018-126676,2018-09-29,2018-10-01,First Class,FH-14365
CA-2018-101700,2018-04-23,2018-04-26,First Class,SO-20335
CA-2018-159667,2018-11-09,2018-11-13,Standard Class,PM-19135
CA-2015-111934,2015-05-05,2015-05-07,First Class,GD-14590
US-2017-117387,2017-10-27,2017-10-31,Standard Class,PA-19060
CA-2015-141110,2015-11-26,2015-12-01,Standard Class,LS-17200
US-2015-133949,2015-12-31,2015-12-31,Same Day,JL-15175
US-2017-116365,2017-01-03,2017-01-08,Standard Class,CA-12310
CA-2018-162936,2018-08-18,2018-08-22,Standard Class,CM-12160
CA-2015-151946,2015-06-04,2015-06-09,Standard Class,BT-11440
CA-2018-123624,2018-11-13,2018-11-17,Second Class,SE-20110
CA-2017-146437,2017-01-28,2017-02-01,Second Class,HG-14965
CA-2017-138233,2017-11-09,2017-11-14,Standard Class,PF-19165
CA-2017-165918,2017-09-10,2017-09-14,Standard Class,BD-11770
CA-2018-117513,2018-03-03,2018-03-08,Standard Class,BT-11395
CA-2018-132437,2018-09-08,2018-09-13,Second Class,EM-14095
US-2018-119319,2018-11-06,2018-11-09,Second Class,LC-17050
CA-2018-104318,2018-05-13,2018-05-18,Standard Class,FH-14275
US-2017-114230,2017-11-27,2017-12-01,Standard Class,CM-12235
CA-2016-136147,2016-11-13,2016-11-18,Standard Class,FM-14380
CA-2016-156118,2016-12-08,2016-12-12,Standard Class,HG-14965
CA-2016-164084,2016-09-07,2016-09-12,Standard Class,AG-10525
CA-2017-107783,2017-07-28,2017-07-29,First Class,OT-18730
CA-2018-159793,2018-08-25,2018-08-29,Standard Class,SV-20365
CA-2015-160094,2015-04-30,2015-05-02,First Class,JM-16195
CA-2018-151281,2018-04-27,2018-05-02,Standard Class,HM-14980
CA-2018-118346,2018-07-23,2018-07-24,First Class,PO-19180
CA-2015-129819,2015-12-13,2015-12-15,Second Class,KC-16675
US-2018-148551,2018-01-12,2018-01-16,Standard Class,DB-13120
CA-2018-147767,2018-12-02,2018-12-02,Same Day,SV-20935
CA-2016-108259,2016-11-08,2016-11-15,Standard Class,NS-18640
CA-2017-113341,2017-11-25,2017-11-29,Standard Class,MH-17455
US-2016-131842,2016-12-05,2016-12-08,First Class,RR-19525
CA-2017-164574,2017-07-29,2017-08-03,Standard Class,RH-19555
CA-2015-142769,2015-09-13,2015-09-13,Same Day,RP-19390
CA-2017-168361,2017-06-21,2017-06-25,Standard Class,KB-16600
CA-2017-153185,2017-09-03,2017-09-08,Standard Class,MH-17620
CA-2018-124765,2018-11-25,2018-11-30,Standard Class,HZ-14950
CA-2016-131856,2016-05-12,2016-05-17,Standard Class,JG-15160
CA-2018-126634,2018-03-30,2018-04-01,Second Class,AB-10165
CA-2017-118500,2017-11-17,2017-11-18,First Class,HJ-14875
CA-2017-163951,2017-12-30,2018-01-02,First Class,CJ-11875
CA-2017-149916,2017-12-22,2017-12-24,Second Class,ED-13885
CA-2016-158918,2016-12-20,2016-12-25,Second Class,AI-10855
US-2015-159611,2015-12-27,2016-01-01,Second Class,KB-16315
CA-2018-163265,2018-02-16,2018-02-21,Standard Class,JS-16030
CA-2018-141705,2018-10-24,2018-10-26,First Class,PO-18850
CA-2017-112739,2017-09-02,2017-09-07,Second Class,RD-19810
CA-2017-143805,2017-12-01,2017-12-03,Second Class,JD-15895
CA-2015-133634,2015-11-05,2015-11-10,Standard Class,SR-20740
CA-2018-101665,2018-11-25,2018-12-01,Standard Class,TZ-21580
CA-2017-155446,2017-12-16,2017-12-23,Standard Class,TN-21040
CA-2018-137323,2018-11-14,2018-11-18,Second Class,PW-19030
CA-2017-144015,2017-06-26,2017-06-26,Same Day,AH-10075
CA-2015-101427,2015-12-26,2015-12-30,Standard Class,AY-10555
CA-2017-136770,2017-08-14,2017-08-18,Standard Class,SP-20650
CA-2017-118311,2017-10-24,2017-10-28,Standard Class,ED-13885
US-2015-112795,2015-08-23,2015-08-28,Second Class,CR-12625
CA-2018-127096,2018-09-15,2018-09-17,Second Class,CS-12400
CA-2018-119284,2018-06-15,2018-06-20,Standard Class,TS-21205
CA-2016-133494,2016-03-01,2016-03-05,Standard Class,RP-19390
CA-2017-111318,2017-07-23,2017-07-26,First Class,IL-15100
US-2015-132745,2015-10-01,2015-10-05,Standard Class,NF-18475
CA-2015-146815,2015-09-08,2015-09-13,Standard Class,PP-18955
CA-2015-119144,2015-11-16,2015-11-18,First Class,JD-16150
CA-2015-105648,2015-03-03,2015-03-07,Standard Class,EJ-14155
US-2016-145422,2016-12-03,2016-12-07,Standard Class,PW-19240
CA-2018-136623,2018-07-11,2018-07-16,Standard Class,TS-21430
CA-2018-121678,2018-11-16,2018-11-20,Second Class,BM-11650
CA-2017-120824,2017-06-12,2017-06-16,Second Class,AW-10930
US-2017-135209,2017-12-29,2017-12-31,Second Class,MH-17290
CA-2018-148145,2018-03-18,2018-03-23,Standard Class,SW-20275
CA-2016-103870,2016-12-27,2016-12-31,Standard Class,SP-20860
CA-2016-111017,2016-07-31,2016-08-06,Standard Class,SC-20695
CA-2018-116988,2018-06-27,2018-06-29,Second Class,PW-19030
US-2015-169390,2015-02-07,2015-02-10,Second Class,CS-12250
CA-2017-168774,2017-09-04,2017-09-09,Standard Class,RP-19855
CA-2018-161592,2018-04-06,2018-04-10,Standard Class,CS-12175
US-2018-131961,2018-12-08,2018-12-11,First Class,MJ-17740
CA-2017-102498,2017-07-24,2017-07-25,First Class,JG-15160
CA-2016-113222,2016-11-09,2016-11-09,Same Day,AG-10765
US-2016-144771,2016-10-02,2016-10-04,First Class,CK-12205
CA-2016-162376,2016-11-22,2016-11-25,Second Class,HD-14785
CA-2018-128076,2018-02-02,2018-02-07,Standard Class,BO-11350
US-2016-163825,2016-06-16,2016-06-19,First Class,LC-16885
CA-2017-105662,2017-05-05,2017-05-09,Standard Class,RB-19465
CA-2018-152198,2018-09-09,2018-09-10,First Class,JD-16015
CA-2017-114307,2017-07-22,2017-07-26,Standard Class,MF-17665
